id,County,pop2014
29103,"Knox County, Missouri",4000
29105,"Laclede County, Missouri",35439
29107,"Lafayette County, Missouri",32688
29109,"Lawrence County, Missouri",38023
29111,"Lewis County, Missouri",10138
29113,"Lincoln County, Missouri",54249
29115,"Linn County, Missouri",12311
29117,"Livingston County, Missouri",15053
29119,"McDonald County, Missouri",22800
29121,"Macon County, Missouri",15479
29123,"Madison County, Missouri",12368
29125,"Maries County, Missouri",9013
29127,"Marion County, Missouri",28920
29129,"Mercer County, Missouri",3719
29131,"Miller County, Missouri",25141
29133,"Mississippi County, Missouri",14232
29135,"Moniteau County, Missouri",15856
29137,"Monroe County, Missouri",8707
29139,"Montgomery County, Missouri",11841
29141,"Morgan County, Missouri",20240
29143,"New Madrid County, Missouri",18272
29145,"Newton County, Missouri",58598
29147,"Nodaway County, Missouri",23081
29149,"Oregon County, Missouri",10911
29151,"Osage County, Missouri",13703
29153,"Ozark County, Missouri",9492
29155,"Pemiscot County, Missouri",17650
29157,"Perry County, Missouri",19202
29159,"Pettis County, Missouri",42225
29161,"Phelps County, Missouri",44847
29163,"Pike County, Missouri",18541
29165,"Platte County, Missouri",94788
29167,"Polk County, Missouri",31054
29169,"Pulaski County, Missouri",53436
29171,"Putnam County, Missouri",4829
29173,"Ralls County, Missouri",10255
29175,"Randolph County, Missouri",25072
29177,"Ray County, Missouri",22949
29179,"Reynolds County, Missouri",6565
29181,"Ripley County, Missouri",13969
29183,"St. Charles County, Missouri",379493
29185,"St. Clair County, Missouri",9457
29186,"Ste. Genevieve County, Missouri",17914
29187,"St. Francois County, Missouri",65960
29189,"St. Louis County, Missouri",1001876
29195,"Saline County, Missouri",23347
29197,"Schuyler County, Missouri",4370
29199,"Scotland County, Missouri",4863
29201,"Scott County, Missouri",38903
29203,"Shannon County, Missouri",8329
29205,"Shelby County, Missouri",6108
29207,"Stoddard County, Missouri",29867
29209,"Stone County, Missouri",31104
29211,"Sullivan County, Missouri",6411
29213,"Taney County, Missouri",54230
29215,"Texas County, Missouri",25642
29217,"Vernon County, Missouri",21001
29219,"Warren County, Missouri",33253
29221,"Washington County, Missouri",25077
29223,"Wayne County, Missouri",13452
29225,"Webster County, Missouri",36888
29227,"Worth County, Missouri",2073
29229,"Wright County, Missouri",18291
29510,"St. Louis city, Missouri",317419
30001,"Beaverhead County, Montana",9345
30003,"Big Horn County, Montana",13282
30005,"Blaine County, Montana",6619
30007,"Broadwater County, Montana",5667
30009,"Carbon County, Montana",10399
30011,"Carter County, Montana",1169
30013,"Cascade County, Montana",82344
30015,"Chouteau County, Montana",5894
30017,"Custer County, Montana",12092
30019,"Daniels County, Montana",1793
30021,"Dawson County, Montana",9518
30023,"Deer Lodge County, Montana",9150
30025,"Fallon County, Montana",3108
30027,"Fergus County, Montana",11442
30029,"Flathead County, Montana",94924
30031,"Gallatin County, Montana",97308
30033,"Garfield County, Montana",1309
30035,"Glacier County, Montana",13696
30037,"Golden Valley County, Montana",852
30039,"Granite County, Montana",3209
30041,"Hill County, Montana",16596
30043,"Jefferson County, Montana",11558
30045,"Judith Basin County, Montana",1991
30047,"Lake County, Montana",29099
30049,"Lewis and Clark County, Montana",65856
30051,"Liberty County, Montana",2359
30053,"Lincoln County, Montana",19125
30055,"McCone County, Montana",1694
30057,"Madison County, Montana",7820
30059,"Meagher County, Montana",1853
30061,"Mineral County, Montana",4257
30063,"Missoula County, Montana",112684
30065,"Musselshell County, Montana",4589
30067,"Park County, Montana",15880
30069,"Petroleum County, Montana",485
30071,"Phillips County, Montana",4192
30073,"Pondera County, Montana",6219
30075,"Powder River County, Montana",1783
30077,"Powell County, Montana",6909
30079,"Prairie County, Montana",1148
30081,"Ravalli County, Montana",41030
30083,"Richland County, Montana",11576
30085,"Roosevelt County, Montana",11332
30087,"Rosebud County, Montana",9326
30089,"Sanders County, Montana",11364
30091,"Sheridan County, Montana",3696
30093,"Silver Bow County, Montana",34680
30095,"Stillwater County, Montana",9290
30097,"Sweet Grass County, Montana",3665
30099,"Teton County, Montana",6064
30101,"Toole County, Montana",5150
30103,"Treasure County, Montana",692
30105,"Valley County, Montana",7640
30107,"Wheatland County, Montana",2102
30109,"Wibaux County, Montana",1121
30111,"Yellowstone County, Montana",155634
31001,"Adams County, Nebraska",31457
31003,"Antelope County, Nebraska",6398
31005,"Arthur County, Nebraska",453
31007,"Banner County, Nebraska",764
31009,"Blaine County, Nebraska",504
31011,"Boone County, Nebraska",5353
31013,"Box Butte County, Nebraska",11340
31015,"Boyd County, Nebraska",2033
31017,"Brown County, Nebraska",2941
31019,"Buffalo County, Nebraska",48224
31021,"Burt County, Nebraska",6573
31023,"Butler County, Nebraska",8249
31025,"Cass County, Nebraska",25524
31027,"Cedar County, Nebraska",8610
31029,"Chase County, Nebraska",3978
31031,"Cherry County, Nebraska",5762
31033,"Cheyenne County, Nebraska",10148
31035,"Clay County, Nebraska",6315
31037,"Colfax County, Nebraska",10504
31039,"Cuming County, Nebraska",9027
31041,"Custer County, Nebraska",10728
31043,"Dakota County, Nebraska",20850
31045,"Dawes County, Nebraska",9042
31047,"Dawson County, Nebraska",24096
31049,"Deuel County, Nebraska",1940
31051,"Dixon County, Nebraska",5782
31053,"Dodge County, Nebraska",36744
31055,"Douglas County, Nebraska",543244
31057,"Dundy County, Nebraska",1886
31059,"Fillmore County, Nebraska",5661
31061,"Franklin County, Nebraska",3076
31063,"Frontier County, Nebraska",2705
31065,"Furnas County, Nebraska",4888
31067,"Gage County, Nebraska",21663
31069,"Garden County, Nebraska",1911
31071,"Garfield County, Nebraska",2003
31073,"Gosper County, Nebraska",1970
31075,"Grant County, Nebraska",619
31077,"Greeley County, Nebraska",2482
31079,"Hall County, Nebraska",61492
31081,"Hamilton County, Nebraska",9135
31083,"Harlan County, Nebraska",3492
31085,"Hayes County, Nebraska",933
31087,"Hitchcock County, Nebraska",2901
31089,"Holt County, Nebraska",10403
31091,"Hooker County, Nebraska",728
31093,"Howard County, Nebraska",6362
31095,"Jefferson County, Nebraska",7335
31097,"Johnson County, Nebraska",5185
31099,"Kearney County, Nebraska",6644
31101,"Keith County, Nebraska",8121
31103,"Keya Paha County, Nebraska",810
31105,"Kimball County, Nebraska",3713
31107,"Knox County, Nebraska",8482
31109,"Lancaster County, Nebraska",301795
31111,"Lincoln County, Nebraska",35815
31113,"Logan County, Nebraska",750
31115,"Loup County, Nebraska",588
31117,"McPherson County, Nebraska",498
31119,"Madison County, Nebraska",35174
31121,"Merrick County, Nebraska",7766
31123,"Morrill County, Nebraska",4862
31125,"Nance County, Nebraska",3570
31127,"Nemaha County, Nebraska",7175
31129,"Nuckolls County, Nebraska",4369
31131,"Otoe County, Nebraska",15797
31133,"Pawnee County, Nebraska",2702
31135,"Perkins County, Nebraska",2891
31137,"Phelps County, Nebraska",9187
31139,"Pierce County, Nebraska",7202
31141,"Platte County, Nebraska",32666
31143,"Polk County, Nebraska",5271
31145,"Red Willow County, Nebraska",10867
31147,"Richardson County, Nebraska",8128
31149,"Rock County, Nebraska",1443
31151,"Saline County, Nebraska",14252
31153,"Sarpy County, Nebraska",172193
31155,"Saunders County, Nebraska",20919
31157,"Scotts Bluff County, Nebraska",36465
31159,"Seward County, Nebraska",17150
31161,"Sheridan County, Nebraska",5259
31163,"Sherman County, Nebraska",3074
31165,"Sioux County, Nebraska",1303
31167,"Stanton County, Nebraska",6069
31169,"Thayer County, Nebraska",5230
31171,"Thomas County, Nebraska",687
31173,"Thurston County, Nebraska",6969
31175,"Valley County, Nebraska",4204
31177,"Washington County, Nebraska",20258
31179,"Wayne County, Nebraska",9431
31181,"Webster County, Nebraska",3658
31183,"Wheeler County, Nebraska",766
31185,"York County, Nebraska",13917
32001,"Churchill County, Nevada",23989
32003,"Clark County, Nevada",2069681
32005,"Douglas County, Nevada",47536
32007,"Elko County, Nevada",52766
32009,"Esmeralda County, Nevada",822
32011,"Eureka County, Nevada",2018
32013,"Humboldt County, Nevada",17279
32015,"Lander County, Nevada",6009
32017,"Lincoln County, Nevada",5184
32019,"Lyon County, Nevada",51789
32021,"Mineral County, Nevada",4500
32023,"Nye County, Nevada",42282
32027,"Pershing County, Nevada",6698
32029,"Storey County, Nevada",3912
32031,"Washoe County, Nevada",440078
32033,"White Pine County, Nevada",10034
32510,"Carson City, Nevada",54522
33001,"Belknap County, New Hampshire",60305
33003,"Carroll County, New Hampshire",47399
33005,"Cheshire County, New Hampshire",76115
33007,"Coos County, New Hampshire",31653
33009,"Grafton County, New Hampshire",89658
33011,"Hillsborough County, New Hampshire",405184
33013,"Merrimack County, New Hampshire",147171
33015,"Rockingham County, New Hampshire",300621
33017,"Strafford County, New Hampshire",125604
33019,"Sullivan County, New Hampshire",43103
34001,"Atlantic County, New Jersey",275209
34003,"Bergen County, New Jersey",933572
34005,"Burlington County, New Jersey",449722
34007,"Camden County, New Jersey",511038
34009,"Cape May County, New Jersey",95344
34011,"Cumberland County, New Jersey",157389
34013,"Essex County, New Jersey",795723
34015,"Gloucester County, New Jersey",290951
34017,"Hudson County, New Jersey",669115
34019,"Hunterdon County, New Jersey",126067
34021,"Mercer County, New Jersey",371537
34023,"Middlesex County, New Jersey",836297
34025,"Monmouth County, New Jersey",629279
34027,"Morris County, New Jersey",499727
34029,"Ocean County, New Jersey",586301
34031,"Passaic County, New Jersey",508856
34033,"Salem County, New Jersey",64715
34035,"Somerset County, New Jersey",332568
34037,"Sussex County, New Jersey",144909
34039,"Union County, New Jersey",552939
34041,"Warren County, New Jersey",106917
35001,"Bernalillo County, New Mexico",675551
35003,"Catron County, New Mexico",3556
35005,"Chaves County, New Mexico",65878
35006,"Cibola County, New Mexico",27349
35007,"Colfax County, New Mexico",12680
35009,"Curry County, New Mexico",50969
35011,"De Baca County, New Mexico",1825
35013,"Do–a Ana County, New Mexico",213676
35015,"Eddy County, New Mexico",56395
35017,"Grant County, New Mexico",29096
35019,"Guadalupe County, New Mexico",4468
35021,"Harding County, New Mexico",683
35023,"Hidalgo County, New Mexico",4560
35025,"Lea County, New Mexico",69999
35027,"Lincoln County, New Mexico",19706
35028,"Los Alamos County, New Mexico",17682
35029,"Luna County, New Mexico",24673
35031,"McKinley County, New Mexico",74098
35033,"Mora County, New Mexico",4592
35035,"Otero County, New Mexico",65082
35037,"Quay County, New Mexico",8501
35039,"Rio Arriba County, New Mexico",39777
35041,"Roosevelt County, New Mexico",19536
35043,"Sandoval County, New Mexico",137608
35045,"San Juan County, New Mexico",123785
35047,"San Miguel County, New Mexico",28239
35049,"Santa Fe County, New Mexico",148164
35051,"Sierra County, New Mexico",11325
35053,"Socorro County, New Mexico",17310
35055,"Taos County, New Mexico",33084
35057,"Torrance County, New Mexico",15611
35059,"Union County, New Mexico",4297
35061,"Valencia County, New Mexico",75817
36001,"Albany County, New York",308171
36003,"Allegany County, New York",47736
36005,"Bronx County, New York",1438159
36007,"Broome County, New York",197349
36009,"Cattaraugus County, New York",78600
36011,"Cayuga County, New York",78823
36013,"Chautauqua County, New York",132053
36015,"Chemung County, New York",87770
36017,"Chenango County, New York",49426
36019,"Clinton County, New York",81632
36021,"Columbia County, New York",62122
36023,"Cortland County, New York",49024
36025,"Delaware County, New York",46581
36027,"Dutchess County, New York",296579
36029,"Erie County, New York",922835
36031,"Essex County, New York",38679
36033,"Franklin County, New York",51262
36035,"Fulton County, New York",54105
36037,"Genesee County, New York",59162
36039,"Greene County, New York",47967
36041,"Hamilton County, New York",4715
36043,"Herkimer County, New York",63744
36045,"Jefferson County, New York",119103
36047,"Kings County, New York",2621793
36049,"Lewis County, New York",27220
36051,"Livingston County, New York",64586
36053,"Madison County, New York",72369
36055,"Monroe County, New York",749857
36057,"Montgomery County, New York",49779
36059,"Nassau County, New York",1358627
36061,"New York County, New York",1636268
36063,"Niagara County, New York",213525
36065,"Oneida County, New York",232871
36067,"Onondaga County, New York",468196
36069,"Ontario County, New York",109707
36071,"Orange County, New York",376099
36073,"Orleans County, New York",41984
36075,"Oswego County, New York",120913
36077,"Otsego County, New York",61128
36079,"Putnam County, New York",99487
36081,"Queens County, New York",2321580
36083,"Rensselaer County, New York",159774
36085,"Richmond County, New York",473279
36087,"Rockland County, New York",323866
36089,"St. Lawrence County, New York",111400
36091,"Saratoga County, New York",224921
36093,"Schenectady County, New York",155735
36095,"Schoharie County, New York",31566
36097,"Schuyler County, New York",18479
36099,"Seneca County, New York",34884
36101,"Steuben County, New York",98394
36103,"Suffolk County, New York",1502968
36105,"Sullivan County, New York",75943
36107,"Tioga County, New York",49870
36109,"Tompkins County, New York",104691
36111,"Ulster County, New York",180445
36113,"Warren County, New York",64973
36115,"Washington County, New York",62372
36117,"Wayne County, New York",92051
36119,"Westchester County, New York",972634
36121,"Wyoming County, New York",41188
36123,"Yates County, New York",25208
37001,"Alamance County, North Carolina",155792
37003,"Alexander County, North Carolina",37392
37005,"Alleghany County, North Carolina",10879
37007,"Anson County, North Carolina",25765
37009,"Ashe County, North Carolina",27126
37011,"Avery County, North Carolina",17773
37013,"Beaufort County, North Carolina",47585
37015,"Bertie County, North Carolina",20106
37017,"Bladen County, North Carolina",34657
37019,"Brunswick County, North Carolina",118836
37021,"Buncombe County, North Carolina",250539
37023,"Burke County, North Carolina",89486
37025,"Cabarrus County, North Carolina",192103
37027,"Caldwell County, North Carolina",81484
37029,"Camden County, North Carolina",10331
37031,"Carteret County, North Carolina",68811
37033,"Caswell County, North Carolina",23082
37035,"Catawba County, North Carolina",154534
37037,"Chatham County, North Carolina",68698
37039,"Cherokee County, North Carolina",27141
37041,"Chowan County, North Carolina",14572
37043,"Clay County, North Carolina",10581
37045,"Cleveland County, North Carolina",97076
37047,"Columbus County, North Carolina",56953
37049,"Craven County, North Carolina",104510
37051,"Cumberland County, North Carolina",326328
37053,"Currituck County, North Carolina",24976
37055,"Dare County, North Carolina",35104
37057,"Davidson County, North Carolina",164072
37059,"Davie County, North Carolina",41434
37061,"Duplin County, North Carolina",59882
37063,"Durham County, North Carolina",294460
37065,"Edgecombe County, North Carolina",54933
37067,"Forsyth County, North Carolina",365298
37069,"Franklin County, North Carolina",62860
37071,"Gaston County, North Carolina",211127
37073,"Gates County, North Carolina",11567
37075,"Graham County, North Carolina",8644
37077,"Granville County, North Carolina",58500
37079,"Greene County, North Carolina",21093
37081,"Guilford County, North Carolina",512119
37083,"Halifax County, North Carolina",52970
37085,"Harnett County, North Carolina",126666
37087,"Haywood County, North Carolina",59471
37089,"Henderson County, North Carolina",111149
37091,"Hertford County, North Carolina",24308
37093,"Hoke County, North Carolina",51611
37095,"Hyde County, North Carolina",5676
37097,"Iredell County, North Carolina",166675
37099,"Jackson County, North Carolina",40981
37101,"Johnston County, North Carolina",181423
37103,"Jones County, North Carolina",10076
37105,"Lee County, North Carolina",59662
37107,"Lenoir County, North Carolina",58485
37109,"Lincoln County, North Carolina",79829
37111,"McDowell County, North Carolina",44965
37113,"Macon County, North Carolina",33875
37115,"Madison County, North Carolina",21157
37117,"Martin County, North Carolina",23454
37119,"Mecklenburg County, North Carolina",1012539
37121,"Mitchell County, North Carolina",15311
37123,"Montgomery County, North Carolina",27395
37125,"Moore County, North Carolina",93077
37127,"Nash County, North Carolina",94357
37129,"New Hanover County, North Carolina",216298
37131,"Northampton County, North Carolina",20463
37133,"Onslow County, North Carolina",187589
37135,"Orange County, North Carolina",140420
37137,"Pamlico County, North Carolina",12948
37139,"Pasquotank County, North Carolina",39787
37141,"Pender County, North Carolina",56250
37143,"Perquimans County, North Carolina",13466
37145,"Person County, North Carolina",39132
37147,"Pitt County, North Carolina",175354
37149,"Polk County, North Carolina",20357
37151,"Randolph County, North Carolina",142778
37153,"Richmond County, North Carolina",45733
37155,"Robeson County, North Carolina",134760
37157,"Rockingham County, North Carolina",91696
37159,"Rowan County, North Carolina",138630
37161,"Rutherford County, North Carolina",66600
37163,"Sampson County, North Carolina",64050
37165,"Scotland County, North Carolina",35576
37167,"Stanly County, North Carolina",60600
37169,"Stokes County, North Carolina",46419
37171,"Surry County, North Carolina",72968
37173,"Swain County, North Carolina",14274
37175,"Transylvania County, North Carolina",33045
37177,"Tyrrell County, North Carolina",4115
37179,"Union County, North Carolina",218568
37181,"Vance County, North Carolina",44614
37183,"Wake County, North Carolina",998691
37185,"Warren County, North Carolina",20231
37187,"Washington County, North Carolina",12570
37189,"Watauga County, North Carolina",52560
37191,"Wayne County, North Carolina",124456
37193,"Wilkes County, North Carolina",68838
37195,"Wilson County, North Carolina",81401
37197,"Yadkin County, North Carolina",37792
37199,"Yancey County, North Carolina",17614
38001,"Adams County, North Dakota",2384
38003,"Barnes County, North Dakota",11144
38005,"Benson County, North Dakota",6833
38007,"Billings County, North Dakota",901
38009,"Bottineau County, North Dakota",6650
38011,"Bowman County, North Dakota",3247
38013,"Burke County, North Dakota",2245
38015,"Burleigh County, North Dakota",90503
38017,"Cass County, North Dakota",167005
38019,"Cavalier County, North Dakota",3855
38021,"Dickey County, North Dakota",5150
38023,"Divide County, North Dakota",2432
38025,"Dunn County, North Dakota",4399
38027,"Eddy County, North Dakota",2377
38029,"Emmons County, North Dakota",3422
38031,"Foster County, North Dakota",3362
38033,"Golden Valley County, North Dakota",1825
38035,"Grand Forks County, North Dakota",70138
38037,"Grant County, North Dakota",2361
38039,"Griggs County, North Dakota",2319
38041,"Hettinger County, North Dakota",2660
38043,"Kidder County, North Dakota",2424
38045,"LaMoure County, North Dakota",4149
38047,"Logan County, North Dakota",1944
38049,"McHenry County, North Dakota",5988
38051,"McIntosh County, North Dakota",2801
38053,"McKenzie County, North Dakota",10996
38055,"McLean County, North Dakota",9578
38057,"Mercer County, North Dakota",8746
38059,"Morton County, North Dakota",29822
38061,"Mountrail County, North Dakota",9782
38063,"Nelson County, North Dakota",3045
38065,"Oliver County, North Dakota",1850
38067,"Pembina County, North Dakota",7128
38069,"Pierce County, North Dakota",4404
38071,"Ramsey County, North Dakota",11564
38073,"Ransom County, North Dakota",5446
38075,"Renville County, North Dakota",2587
38077,"Richland County, North Dakota",16432
38079,"Rolette County, North Dakota",14616
38081,"Sargent County, North Dakota",3931
38083,"Sheridan County, North Dakota",1326
38085,"Sioux County, North Dakota",4422
38087,"Slope County, North Dakota",765
38089,"Stark County, North Dakota",30372
38091,"Steele County, North Dakota",1955
38093,"Stutsman County, North Dakota",21129
38095,"Towner County, North Dakota",2310
38097,"Traill County, North Dakota",8082
38099,"Walsh County, North Dakota",10970
38101,"Ward County, North Dakota",69384
38103,"Wells County, North Dakota",4192
38105,"Williams County, North Dakota",32130
39001,"Adams County, Ohio",28129
39003,"Allen County, Ohio",105040
39005,"Ashland County, Ohio",53035
39007,"Ashtabula County, Ohio",99175
39009,"Athens County, Ohio",64713
39011,"Auglaize County, Ohio",45841
39013,"Belmont County, Ohio",69461
39015,"Brown County, Ohio",44116
39017,"Butler County, Ohio",374158
39019,"Carroll County, Ohio",28187
39021,"Champaign County, Ohio",39128
39023,"Clark County, Ohio",136554
39025,"Clermont County, Ohio",201560
39027,"Clinton County, Ohio",41835
39029,"Columbiana County, Ohio",105686
39031,"Coshocton County, Ohio",36516
39033,"Crawford County, Ohio",42480
39035,"Cuyahoga County, Ohio",1259828
39037,"Darke County, Ohio",52196
39039,"Defiance County, Ohio",38510
39041,"Delaware County, Ohio",189113
39043,"Erie County, Ohio",75828
39045,"Fairfield County, Ohio",150381
39047,"Fayette County, Ohio",28800
39049,"Franklin County, Ohio",1231393
39051,"Fulton County, Ohio",42580
39053,"Gallia County, Ohio",30397
39055,"Geauga County, Ohio",94295
39057,"Greene County, Ohio",163820
39059,"Guernsey County, Ohio",39590
39061,"Hamilton County, Ohio",806631
39063,"Hancock County, Ohio",75337
39065,"Hardin County, Ohio",31796
39067,"Harrison County, Ohio",15543
39069,"Henry County, Ohio",27937
39071,"Highland County, Ohio",43045
39073,"Hocking County, Ohio",28725
39075,"Holmes County, Ohio",43898
39077,"Huron County, Ohio",58714
39079,"Jackson County, Ohio",32748
39081,"Jefferson County, Ohio",67694
39083,"Knox County, Ohio",61167
39085,"Lake County, Ohio",229230
39087,"Lawrence County, Ohio",61623
39089,"Licking County, Ohio",169390
39091,"Logan County, Ohio",45507
39093,"Lorain County, Ohio",304216
39095,"Lucas County, Ohio",435286
39097,"Madison County, Ohio",43918
39099,"Mahoning County, Ohio",233204
39101,"Marion County, Ohio",65720
39103,"Medina County, Ohio",176029
39105,"Meigs County, Ohio",23331
39107,"Mercer County, Ohio",40831
39109,"Miami County, Ohio",103900
39111,"Monroe County, Ohio",14465
39113,"Montgomery County, Ohio",533116
39115,"Morgan County, Ohio",14843
39117,"Morrow County, Ohio",35152
39119,"Muskingum County, Ohio",85818
39121,"Noble County, Ohio",14363
39123,"Ottawa County, Ohio",41154
39125,"Paulding County, Ohio",18989
39127,"Perry County, Ohio",35812
39129,"Pickaway County, Ohio",56876
39131,"Pike County, Ohio",28256
39133,"Portage County, Ohio",161882
39135,"Preble County, Ohio",41586
39137,"Putnam County, Ohio",34171
39139,"Richland County, Ohio",121942
39141,"Ross County, Ohio",77159
39143,"Sandusky County, Ohio",60179
39145,"Scioto County, Ohio",77258
39147,"Seneca County, Ohio",55669
39149,"Shelby County, Ohio",48951
39151,"Stark County, Ohio",375736
39153,"Summit County, Ohio",541943
39155,"Trumbull County, Ohio",205175
39157,"Tuscarawas County, Ohio",92788
39159,"Union County, Ohio",53776
39161,"Van Wert County, Ohio",28462
39163,"Vinton County, Ohio",13234
39165,"Warren County, Ohio",221659
39167,"Washington County, Ohio",61213
39169,"Wayne County, Ohio",115537
39171,"Williams County, Ohio",37291
39173,"Wood County, Ohio",129590
39175,"Wyandot County, Ohio",22353
40001,"Adair County, Oklahoma",22186
40003,"Alfalfa County, Oklahoma",5790
40005,"Atoka County, Oklahoma",13796
40007,"Beaver County, Oklahoma",5486
40009,"Beckham County, Oklahoma",23691
40011,"Blaine County, Oklahoma",9917
40013,"Bryan County, Oklahoma",44486
40015,"Caddo County, Oklahoma",29317
40017,"Canadian County, Oklahoma",129582
40019,"Carter County, Oklahoma",48821
40021,"Cherokee County, Oklahoma",48341
40023,"Choctaw County, Oklahoma",15161
40025,"Cimarron County, Oklahoma",2294
40027,"Cleveland County, Oklahoma",269908
40029,"Coal County, Oklahoma",5807
40031,"Comanche County, Oklahoma",125033
40033,"Cotton County, Oklahoma",6150
40035,"Craig County, Oklahoma",14582
40037,"Creek County, Oklahoma",70632
40039,"Custer County, Oklahoma",29500
40041,"Delaware County, Oklahoma",41446
40043,"Dewey County, Oklahoma",4914
40045,"Ellis County, Oklahoma",4150
40047,"Garfield County, Oklahoma",63091
40049,"Garvin County, Oklahoma",27561
40051,"Grady County, Oklahoma",53854
40053,"Grant County, Oklahoma",4501
40055,"Greer County, Oklahoma",6151
40057,"Harmon County, Oklahoma",2798
40059,"Harper County, Oklahoma",3812
40061,"Haskell County, Oklahoma",12896
40063,"Hughes County, Oklahoma",13806
40065,"Jackson County, Oklahoma",25998
40067,"Jefferson County, Oklahoma",6292
40069,"Johnston County, Oklahoma",11103
40071,"Kay County, Oklahoma",45478
40073,"Kingfisher County, Oklahoma",15532
40075,"Kiowa County, Oklahoma",9336
40077,"Latimer County, Oklahoma",10693
40079,"Le Flore County, Oklahoma",49761
40081,"Lincoln County, Oklahoma",34619
40083,"Logan County, Oklahoma",45276
40085,"Love County, Oklahoma",9773
40087,"McClain County, Oklahoma",37313
40089,"McCurtain County, Oklahoma",33050
40091,"McIntosh County, Oklahoma",20088
40093,"Major County, Oklahoma",7750
40095,"Marshall County, Oklahoma",16182
40097,"Mayes County, Oklahoma",40816
40099,"Murray County, Oklahoma",13803
40101,"Muskogee County, Oklahoma",69966
40103,"Noble County, Oklahoma",11494
40105,"Nowata County, Oklahoma",10524
40107,"Okfuskee County, Oklahoma",12186
40109,"Oklahoma County, Oklahoma",766215
40111,"Okmulgee County, Oklahoma",39095
40113,"Osage County, Oklahoma",47981
40115,"Ottawa County, Oklahoma",32105
40117,"Pawnee County, Oklahoma",16401
40119,"Payne County, Oklahoma",80264
40121,"Pittsburg County, Oklahoma",44626
40123,"Pontotoc County, Oklahoma",38005
40125,"Pottawatomie County, Oklahoma",71811
40127,"Pushmataha County, Oklahoma",11125
40129,"Roger Mills County, Oklahoma",3761
40131,"Rogers County, Oklahoma",89815
40133,"Seminole County, Oklahoma",25421
40135,"Sequoyah County, Oklahoma",41358
40137,"Stephens County, Oklahoma",44493
40139,"Texas County, Oklahoma",21853
40141,"Tillman County, Oklahoma",7628
40143,"Tulsa County, Oklahoma",629598
40145,"Wagoner County, Oklahoma",75702
40147,"Washington County, Oklahoma",51937
40149,"Washita County, Oklahoma",11547
40151,"Woods County, Oklahoma",9288
40153,"Woodward County, Oklahoma",21529
41001,"Baker County, Oregon",16059
41003,"Benton County, Oregon",86316
41005,"Clackamas County, Oregon",394972
41007,"Clatsop County, Oregon",37474
41009,"Columbia County, Oregon",49459
41011,"Coos County, Oregon",62475
41013,"Crook County, Oregon",20998
41015,"Curry County, Oregon",22335
41017,"Deschutes County, Oregon",170388
41019,"Douglas County, Oregon",106972
41021,"Gilliam County, Oregon",1932
41023,"Grant County, Oregon",7180
41025,"Harney County, Oregon",7126
41027,"Hood River County, Oregon",22885
41029,"Jackson County, Oregon",210287
41031,"Jefferson County, Oregon",22192
41033,"Josephine County, Oregon",83599
41035,"Klamath County, Oregon",65455
41037,"Lake County, Oregon",7838
41039,"Lane County, Oregon",358337
41041,"Lincoln County, Oregon",46406
41043,"Linn County, Oregon",119356
41045,"Malheur County, Oregon",30359
41047,"Marion County, Oregon",326110
41049,"Morrow County, Oregon",11187
41051,"Multnomah County, Oregon",776712
41053,"Polk County, Oregon",77916
41055,"Sherman County, Oregon",1710
41057,"Tillamook County, Oregon",25342
41059,"Umatilla County, Oregon",76705
41061,"Union County, Oregon",25691
41063,"Wallowa County, Oregon",6820
41065,"Wasco County, Oregon",25515
41067,"Washington County, Oregon",562998
41069,"Wheeler County, Oregon",1375
41071,"Yamhill County, Oregon",101758
42001,"Adams County, Pennsylvania",101714
42003,"Allegheny County, Pennsylvania",1231255
42005,"Armstrong County, Pennsylvania",67785
42007,"Beaver County, Pennsylvania",169392
42009,"Bedford County, Pennsylvania",48946
42011,"Berks County, Pennsylvania",413691
42013,"Blair County, Pennsylvania",125955
42015,"Bradford County, Pennsylvania",61784
42017,"Bucks County, Pennsylvania",626685
42019,"Butler County, Pennsylvania",185943
42021,"Cambria County, Pennsylvania",137732
42023,"Cameron County, Pennsylvania",4805
42025,"Carbon County, Pennsylvania",64441
42027,"Centre County, Pennsylvania",158742
42029,"Chester County, Pennsylvania",512784
42031,"Clarion County, Pennsylvania",38821
42033,"Clearfield County, Pennsylvania",81191
42035,"Clinton County, Pennsylvania",39745
42037,"Columbia County, Pennsylvania",67122
42039,"Crawford County, Pennsylvania",87175
42041,"Cumberland County, Pennsylvania",243762
42043,"Dauphin County, Pennsylvania",271453
42045,"Delaware County, Pennsylvania",562960
42047,"Elk County, Pennsylvania",31194
42049,"Erie County, Pennsylvania",278443
42051,"Fayette County, Pennsylvania",134086
42053,"Forest County, Pennsylvania",7518
42055,"Franklin County, Pennsylvania",152892
42057,"Fulton County, Pennsylvania",14632
42059,"Greene County, Pennsylvania",37843
42061,"Huntingdon County, Pennsylvania",45750
42063,"Indiana County, Pennsylvania",87706
42065,"Jefferson County, Pennsylvania",44638
42067,"Juniata County, Pennsylvania",24796
42069,"Lackawanna County, Pennsylvania",212719
42071,"Lancaster County, Pennsylvania",533320
42073,"Lawrence County, Pennsylvania",88771
42075,"Lebanon County, Pennsylvania",136359
42077,"Lehigh County, Pennsylvania",357823
42079,"Luzerne County, Pennsylvania",318829
42081,"Lycoming County, Pennsylvania",116508
42083,"McKean County, Pennsylvania",42554
