objectid,name,code,num,age,acode,sliprate,slipcode,slipsense,dipdirecti,slipdirect,fcode,ftype,mappedscal,secondarys,slipsense_,fault_id,section_id,azimuth,cooperator,length,CFM_URL,FACODE,URL_OLD
8201,Bear River fault zone (Southern Bear River fault),154,153,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,153,,290,,10.90974353000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=153&section_id=,15,
8202,unnamed fault,154,,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,,,149,,1.40997348000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id= &section_id=,15,
8203,"Monterey Bay-Tularcitos fault zone, Seaside-Monterey section (Sylvan thrust)",323,62b,"<15,000",2,0.2-1,3,T,,,3,Inferred,100,,2,62,b,277,California Geological Survey,0.54926658000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=62&section_id=b,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=62b
8213,Malibu Coast fault zone (Solstice fault),323,99,"<15,000",2,0.2-1,3,R,,,3,Inferred,100,LL,2,99,,275,California Geological Survey,1.12372102000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=99&section_id=,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=99
8214,Malibu Coast fault zone (Solstice fault),123,99,"<15,000",2,0.2-1,3,R,,,1,Well constrained,100,LL,2,99,,97,California Geological Survey,1.15370466000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=99&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=99
8215,Malibu Coast fault zone (Solstice fault),233,99,"<130,000",3,0.2-1,3,R,,,2,Moderately constrained,100,LL,2,99,,268,California Geological Survey,1.53759998000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=99&section_id=,23,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=99
8204,"North Frontal thrust system, western section (Sky High Ranch fault)",123,109a,"<15,000",2,0.2-1,3,RL,,,1,Well constrained,100,,3,109,a,310,California Geological Survey,10.07525167000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=109&section_id=a,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=109a
8205,"North Frontal thrust system, western section (Sky High Ranch fault)",233,109a,"<130,000",3,0.2-1,3,RL,,,2,Moderately constrained,100,R,3,109,a,294,California Geological Survey,5.18157627000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=109&section_id=a,23,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=109a
8206,Slinkard Valley fault,0,474,"<130,000",3,Unknown,0,N,,,2,Moderately constrained,100,,1,474,,334,,3.64498701000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=474&section_id=,23,
8207,Slinkard Valley fault,0,474,"<130,000",3,Unknown,0,N,,,3,Inferred,100,,1,474,,341,,12.05514322000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=474&section_id=,33,
8208,Slinkard Valley fault,0,474,"<130,000",3,Unknown,0,N,,,1,Well constrained,100,,1,474,,342,,12.16542409000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=474&section_id=,13,
8209,"San Andreas fault zone, Mojave section (Southern Nadeau fault)",251,1h,"<1,600,000",5,>5,1,RL,,,2,Moderately constrained,100,,3,1,h,277,California Geological Survey,0.03933600000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1&section_id=h,25,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1h
8210,Soledad fault,254,410,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,410,,71,,18.63149710000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=410&section_id=,25,
8211,Soledad fault,354,410,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,410,,75,,9.42390491000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=410&section_id=,35,
8212,Malibu Coast fault zone (Solstice fault),223,99,"<15,000",2,0.2-1,3,R,,,2,Moderately constrained,100,LL,2,99,,280,California Geological Survey,2.06764619000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=99&section_id=,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=99
8224,Little Pine fault zone (South Branch Little Pine fault),0,255,"<130,000",3,Unknown,0,,,,2,Moderately constrained,100,,4,255,,277,,0.24255021000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=255&section_id=,23,
8216,Little Pine fault zone (South Branch Little Pine fault),0,255,"<130,000",3,Unknown,0,,,,1,Well constrained,100,,4,255,,296,,10.37276427000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=255&section_id=,13,
8217,Verona fault,254,240,"<1,600,000",5,<0.2,4,R,,,2,Moderately constrained,100,,2,240,,337,,1.91120818000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=240&section_id=,25,
8218,Unnamed fault zone in southwestern Jarbridge Mountains,154,1567,"<1,600,000",5,<0.2,4,N,East,,1,Well constrained,250,,1,1567,,342,"Piedmont Geosciences, Inc.",9.52325046000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1567&section_id=,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1567
8219,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,86,"Piedmont Geosciences, Inc.",0.22194317000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8220,Unnamed fault zone in southwestern Jarbridge Mountains,154,1567,"<1,600,000",5,<0.2,4,N,West,,1,Well constrained,250,,1,1567,,333,"Piedmont Geosciences, Inc.",26.95082742000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1567&section_id=,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1567
8221,Unnamed fault zone in southwestern Jarbridge Mountains,254,1567,"<1,600,000",5,<0.2,4,N,West,,2,Moderately constrained,250,,1,1567,,343,"Piedmont Geosciences, Inc.",8.72738489000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1567&section_id=,25,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1567
8222,"Big Pine fault zone, western Big Pine section (South Branch Big Pine fault)",253,86a,"<1,600,000",5,0.2-1,3,R,,,2,Moderately constrained,100,,2,86,a,275,,20.86302357000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=86&section_id=a,25,
8223,"Big Pine fault zone, western Big Pine section (South Branch Big Pine fault)",353,86a,"<1,600,000",5,0.2-1,3,R,,,3,Inferred,100,,2,86,a,68,,1.38965366000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=86&section_id=a,35,
8225,Little Pine fault zone (South Branch Little Pine fault),0,255,"<130,000",3,Unknown,0,,,,3,Inferred,100,,4,255,,298,,5.89261659000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=255&section_id=,33,
8226,"Newport-Inglewood-Rose Canyon fault zone, South Los Angeles basin section",132,127b,"<130,000",3,1-5,2,RL,,,1,Well constrained,100,,3,127,b,128,California Geological Survey,8.80716730000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=127&section_id=b,13,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=127b
8227,"San Andreas fault zone, San Bernardino Mountains section (South Branch SAF)",221,1i,"<15,000",2,>5,1,RL,,,2,Moderately constrained,100,,3,1,i,286,California Geological Survey,6.30221123000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1&section_id=i,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1i
8228,"San Andreas fault zone, San Bernardino Mountains section (South Branch SAF)",321,1i,"<15,000",2,>5,1,RL,,,3,Inferred,100,,3,1,i,290,California Geological Survey,14.57959732000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1&section_id=i,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1i
8229,"San Andreas fault zone, San Bernardino Mountains section (South Branch SAF)",121,1i,"<15,000",2,>5,1,RL,,,1,Well constrained,100,,3,1,i,305,California Geological Survey,0.19074809000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1&section_id=i,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1i
8230,"San Gabriel fault zone, Big Tujunga section (South Branch-Vasquez Creek)",253,89e,"<1,600,000",5,0.2-1,3,RL,,,2,Moderately constrained,100,R,3,89,e,291,,2.03132218000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=89&section_id=e,25,
8231,"San Gabriel fault zone, Big Tujunga section (South Branch-Vasquez Creek)",353,89e,"<1,600,000",5,0.2-1,3,RL,,,3,Inferred,100,R,3,89,e,303,,1.09240126000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=89&section_id=e,35,
8232,South Bristol Mountains fault,154,348,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,348,,309,,33.78999521000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=348&section_id=,15,
8233,South Cuyama fault zone (South Cuyama fault),254,252,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,252,,301,,92.63872095000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=252&section_id=,25,
8234,South Cuyama fault zone (South Cuyama fault),354,252,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,252,,326,,0.35191681000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=252&section_id=,35,
4352,"Wasatch fault zone, Weber section",122,2351e,"<15,000",2,1-5,2,N,West,,1,Well constrained,250,,1,2351,e,352,Utah Geological Survey,108.33657688000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=2351&section_id=e,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=2351e
8250,Unnamed fault zone in southwestern Jarbridge Mountains,254,1567,"<1,600,000",5,<0.2,4,N,East,,2,Moderately constrained,250,,1,1567,,171,"Piedmont Geosciences, Inc.",3.69683970000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1567&section_id=,25,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1567
8251,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,77,"Piedmont Geosciences, Inc.",0.57539607000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
9316,"Newport-Inglewood-Rose Canyon fault zone, South Los Angeles basin section",332,127b,"<130,000",3,1-5,2,RL,,,3,Inferred,100,,3,127,b,116,California Geological Survey,1.10608984000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=127&section_id=b,33,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=127b
4328,"Warner Valley faults, West Warner Valley section",154,827b,"<1,600,000",5,<0.2,4,N,East,,1,Well constrained,100,RL,1,827,b,186,U.S. Geological Survey,62.17103223000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=827&section_id=b,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=827b
4329,"Wasatch fault zone, Brigham City section",142,2351d,"<750,000",4,1-5,2,N,Unspecified,,1,Well constrained,250,,1,2351,d,300,Utah Geological Survey,6.60969242000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=2351&section_id=d,14,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=2351d
8236,South Cuyama fault zone (South Cuyama fault),154,252,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,252,,297,,30.35713433000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=252&section_id=,15,
8249,Frazier Mountain thrust system (South Frazier Mountain thrust),154,259,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,259,,49,,15.58205596000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=259&section_id=,15,
8235,South Cuyama fault zone (South Cuyama fault),354,252,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,252,,299,,67.99893507000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=252&section_id=,35,
4330,Yaquina faults,133,885,"<130,000",3,0.2-1,3,R,North,,1,Well constrained,100,LL,2,885,,77,U.S. Geological Survey,6.25304284000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=885&section_id=,13,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=885
8237,"San Gabriel fault zone, Big Tujunga section (South Branch-Vasquez Creek)",153,89e,"<1,600,000",5,0.2-1,3,RL,,,1,Well constrained,100,R,3,89,e,305,,7.32393905000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=89&section_id=e,15,
8238,"Santa Ynez fault zone, South Branch section (South Branch Santa Ynez fault)",233,87c,"<130,000",3,0.2-1,3,R,,,2,Moderately constrained,100,LL,2,87,c,55,California Geological Survey,4.24347274000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=87&section_id=c,23,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=87c
8239,"Santa Ynez fault zone, South Branch section (South Branch Santa Ynez fault)",333,87c,"<130,000",3,0.2-1,3,R,,,3,Inferred,100,LL,2,87,c,56,California Geological Survey,4.38016598000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=87&section_id=c,33,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=87c
8240,"Santa Ynez fault zone, South Branch section (South Branch Santa Ynez fault)",133,87c,"<130,000",3,0.2-1,3,R,,,1,Well constrained,100,LL,2,87,c,60,California Geological Survey,6.86870850000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=87&section_id=c,13,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=87c
8241,"Santa Ynez fault zone, South Branch section (South Branch Santa Ynez fault)",253,87c,"<1,600,000",5,0.2-1,3,R,,,2,Moderately constrained,100,LL,2,87,c,35,California Geological Survey,5.03259996000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=87&section_id=c,25,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=87c
8242,"Sargent fault zone, southeastern section (South Branch Sargent fault)",122,58b,"<15,000",2,1-5,2,RL,,,1,Well constrained,100,,3,58,b,144,California Geological Survey,3.15379384000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=58&section_id=b,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=58b
8243,"Sargent fault zone, southeastern section (South Branch Sargent fault)",152,58b,"<1,600,000",5,1-5,2,RL,,,1,Well constrained,100,,3,58,b,114,California Geological Survey,10.54588191000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=58&section_id=b,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=58b
8244,"Newport-Inglewood-Rose Canyon fault zone, South Los Angeles basin section",332,127b,"<130,000",3,1-5,2,RL,,,3,Inferred,100,,3,127,b,126,California Geological Survey,3.82882098000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=127&section_id=b,33,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=127b
8245,"San Jacinto fault zone, San Bernardino section (South Fork Lytle Creek fault)",351,125a,"<1,600,000",5,>5,1,LL,,,3,Inferred,100,,3,125,a,75,California Geological Survey,6.85016683000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=125&section_id=a,35,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=125a
8246,"San Jacinto fault zone, San Bernardino section (South Fork Lytle Creek fault)",151,125a,"<1,600,000",5,>5,1,LL,,,1,Well constrained,100,,3,125,a,76,California Geological Survey,9.42867212000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=125&section_id=a,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=125a
8247,"San Jacinto fault zone, Anza section (South Fork fault)",121,125c,"<15,000",2,>5,1,RL,,,1,Well constrained,100,,3,125,c,80,California Geological Survey,5.84627499000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=125&section_id=c,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=125c
8252,Frazier Mountain thrust system (South Frazier Mountain thrust),254,259,"<1,600,000",5,<0.2,4,,,,2,Moderately constrained,100,,4,259,,22,,3.14399390000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=259&section_id=,25,
8253,Frazier Mountain thrust system (South Frazier Mountain thrust),354,259,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,259,,14,,8.70911014000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=259&section_id=,35,
8254,Frazier Mountain thrust system (South Frazier Mountain thrust),154,259,"<1,600,000",5,<0.2,4,,,,1,Well constrained,100,,4,259,,22,,7.39698011000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=259&section_id=,15,
8255,"Helendale-South Lockhart fault zone, South Lockhart section (South Lockhart flt)",223,110a,"<15,000",2,0.2-1,3,RL,,,2,Moderately constrained,100,,3,110,a,324,California Geological Survey,6.33149930000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=110&section_id=a,22,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=110a
8256,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,88,"Piedmont Geosciences, Inc.",0.78425908000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8257,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,275,"Piedmont Geosciences, Inc.",0.17513658000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8258,"Helendale-South Lockhart fault zone, South Lockhart section (South Lockhart flt)",323,110a,"<15,000",2,0.2-1,3,RL,,,3,Inferred,100,,3,110,a,323,California Geological Survey,1.80789829000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=110&section_id=a,32,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=110a
8259,Bear River fault zone (Southern Bear River fault),354,153,"<1,600,000",5,<0.2,4,,,,3,Inferred,100,,4,153,,281,,2.36069226000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=153&section_id=,35,
8260,"Cedar Mountain fault system, Stephens Pass section (Stephens Pass fault)",114,2d,<150,1,<0.2,4,N,,,1,Well constrained,100,,1,2,d,1,California Geological Survey,2.47378657000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=2&section_id=d,11,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=2d
8261,"Helendale-South Lockhart fault zone, South Lockhart section (South Lockhart flt)",123,110a,"<15,000",2,0.2-1,3,RL,,,1,Well constrained,100,,3,110,a,329,California Geological Survey,9.66477147000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=110&section_id=a,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=110a
8262,"Helendale-South Lockhart fault zone, South Lockhart section (South Lockhart flt)",233,110a,"<130,000",3,0.2-1,3,RL,,,2,Moderately constrained,100,,3,110,a,123,California Geological Survey,10.35410663000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=110&section_id=a,23,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=110a
8263,"Helendale-South Lockhart fault zone, South Lockhart section (South Lockhart flt)",353,110a,"<1,600,000",5,0.2-1,3,RL,,,3,Inferred,100,,3,110,a,123,California Geological Survey,5.32928605000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=110&section_id=a,35,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=110a
8264,"Helendale-South Lockhart fault zone, South Lockhart section (South Lockhart flt)",153,110a,"<1,600,000",5,0.2-1,3,RL,,,1,Well constrained,100,,3,110,a,321,California Geological Survey,21.77448120000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=110&section_id=a,15,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=110a
8265,"Big Pine fault zone, Lockwood Valley section (South Lockwood Valley fault)",253,86c,"<1,600,000",5,0.2-1,3,LL,,,2,Moderately constrained,100,,3,86,c,50,,2.47801776000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=86&section_id=c,25,
8266,"Big Pine fault zone, Lockwood Valley section (South Lockwood Valley fault)",353,86c,"<1,600,000",5,0.2-1,3,LL,,,3,Inferred,100,,3,86,c,58,,8.53034404000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=86&section_id=c,35,
8267,San Gorgonio Pass fault zone,0,250,"<15,000",2,Unknown,0,T,,,3,Inferred,100,,2,250,,55,,0.03298649000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=250&section_id=,32,
8268,"Big Pine fault zone, Lockwood Valley section (South Lockwood Valley fault)",153,86c,"<1,600,000",5,0.2-1,3,LL,,,1,Well constrained,100,,3,86,c,68,,1.87914439000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=86&section_id=c,15,
8269,"Cedar Mountain fault system, Stephens Pass section (Stephens Pass fault)",124,2d,"<15,000",2,<0.2,4,N,,,1,Well constrained,100,,1,2,d,10,California Geological Survey,3.26417548000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=2&section_id=d,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=2d
8270,Southampton fault,354,481,"<1,600,000",5,<0.2,4,R,,,3,Inferred,100,,2,481,,324,,5.30103321000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=481&section_id=,35,
8271,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,250,"Piedmont Geosciences, Inc.",0.26324609000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8272,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,251,"Piedmont Geosciences, Inc.",1.45104603000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8273,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,229,"Piedmont Geosciences, Inc.",0.53628245000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8274,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,246,"Piedmont Geosciences, Inc.",0.68084643000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8275,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,248,"Piedmont Geosciences, Inc.",1.43266576000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8276,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Northwest,,1,Well constrained,250,,1,1573,,213,"Piedmont Geosciences, Inc.",1.09029412000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8277,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,240,"Piedmont Geosciences, Inc.",0.21679711000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8278,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,223,"Piedmont Geosciences, Inc.",1.68764451000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8280,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,228,"Piedmont Geosciences, Inc.",0.55073322000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8281,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,224,"Piedmont Geosciences, Inc.",0.48076062000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
8282,Ruby Mountains fault zone,124,1573,"<15,000",2,<0.2,4,N,Unspecified,,1,Well constrained,250,,1,1573,,259,"Piedmont Geosciences, Inc.",0.68807710000,http://geohazards.usgs.gov/cfusion/qfault/show_report_AB.cfm?fault_id=1573&section_id=,12,http://geohazards.usgs.gov/cfusion/qfault/qf_web_ims.cfm?qfault_id=1573
